Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
TCD,Low income,Chad,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7,,,,,,,,52.5,,,,,,,50.9,,,
CHI,High income,Channel Islands,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,High income,Chile,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,25.7,,21.1,,19.8,,16.4,,15.3,,16.6,,,16.0,,,9.8,,,7.8,,6.1,,3.4,,2.6,,1.9,,,2.4,
CHN,Upper middle income,China,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,,,68.6,,,61.1,,,58.5,,,51.0,,,40.8,,,34.3,,29.3,25.9,22.9,17.1,14.5,12.2,10.5,9.7,8.0,6.4,,
COL,Upper middle income,Colombia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,31.6,,,34.7,31.3,35.8,27.8,27.1,26.5,24.0,,,22.5,21.2,19.4,17.5,16.7,15.6,14.4,13.7,13.5,13.0,13.1,14.0,20.6,
COM,Lower middle income,Comoros,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,,35.0,,,,,,,
COD,Low income,Congo Dem. Rep.,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,,,,,,,71.7,,,,,,,,,
COG,Lower middle income,Congo Rep.,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,,,,,,49.2,,,,,,,,,,
CRI,Upper middle income,Costa Rica,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,39.0,,,,,28.2,,,21.6,20.6,23.9,21.3,18.0,15.2,15.9,17.8,15.7,13.0,14.9,15.1,11.5,11.1,10.8,10.8,9.4,9.2,7.0,6.9,6.9,5.3,5.7,5.2,5.3,5.1,5.1,4.7,4.1,4.8,4.3,7.0,
CIV,Lower middle income,Cote d'Ivoire,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,23.4,24.3,29.3,36.1,,,,46.0,,,46.1,,,50.2,,,,49.4,,,,,,51.0,,,,,,,51.0,,,34.4,,,
HRV,High income,Croatia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.5,2.4,2.6,2.6,2.3,1.7,1.6,1.4,1.0,0.7,,
CUB,Upper middle income,Cuba,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,High income,Curacao,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,High income,Cyprus,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.2,,
CZE,High income,Czechia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,,,0.4,,,,,,0.2,,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,,
DNK,High income,Denmark,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,0.7,,,0.1,,,,,0.1,,,0.3,0.3,0.3,0.2,0.3,0.3,0.6,0.1,0.1,0.1,0.4,0.3,0.2,0.3,0.2,0.2,0.3,,
DJI,Lower middle income,Djibouti,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,,,,,,,,,,38.1,42.1,,,,38.4,,,,
DMA,Upper middle income,Dominica,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Upper middle income,Dominican Republic,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,32.1,,,22.1,,,,17.5,16.4,,,16.7,16.2,17.1,21.3,25.9,20.3,18.2,17.9,18.3,16.8,16.7,15.4,15.3,14.7,12.4,10.6,9.8,7.5,6.3,5.6,7.1,
ECU,Upper middle income,Ecuador,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,,,,,36.0,42.8,,,28.2,28.8,23.5,19.7,19.3,18.1,17.8,15.4,13.2,12.2,11.2,9.8,10.5,10.3,9.7,10.3,10.9,14.3,
EGY,Lower middle income,Egypt Arab Rep.,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,,,,,33.0,,,,24.5,,,,,29.9,,,,29.1,,23.5,,21.1,,,20.0,,26.2,,,,
SLV,Lower middle income,El Salvador,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,,35.3,,,,27.3,28.6,,31.6,28.6,24.2,25.5,25.8,26.8,23.6,23.3,20.5,17.9,20.9,20.6,19.6,19.0,17.5,15.6,15.3,13.5,13.4,12.0,10.8,8.8,,
GNQ,Upper middle income,Equatorial Guinea,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,Low income,Eritrea,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,High income,Estonia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,3.7,2.4,1.7,1.1,1.1,1.4,2.0,1.8,1.6,1.8,1.6,1.0,0.8,0.6,0.5,0.8,,
SWZ,Lower middle income,Eswatini,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,,,,,,61.3,,,,,,,,,57.6,,,,,,,47.4,,,,,
ETH,Low income,Ethiopia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,,,,65.0,,,,,57.0,,,,,,54.8,,,,,51.0,,,,,,
FRO,High income,Faroe Islands,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,Upper middle income,Fiji,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,12.1,,,,,10.5,,,,,,16.4,,
FIN,High income,Finland,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.1,,,,0.0,,,,,0.1,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
FRA,High income,France,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,1.4,,,,,,2.0,,,,,1.3,,,,,0.1,,,,,,0.1,,,0.2,0.1,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.1,,,
PYF,High income,French Polynesia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Upper middle income,Gabon,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,10.4,,,,
GMB,Low income,Gambia The,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,,,,,59.6,,,,,,,48.3,,,,,38.0,,,,,,
GEO,Upper middle income,Georgia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,36.3,35.5,40.7,42.5,44.0,32.8,32.8,30.9,32.4,32.8,34.2,31.4,31.6,32.6,31.3,28.3,24.7,22.3,21.3,20.9,21.0,20.5,19.9,22.3,
DEU,High income,Germany,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.1,,,
GHA,Lower middle income,Ghana,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,70.5,,,72.7,,,,,,,64.6,,,,,,,56.6,,,,,,,43.5,,,,41.9,,,,,
GIB,High income,Gibraltar,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,High income,Greece,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,1.0,,,0.8,1.0,0.7,0.9,0.8,0.6,0.8,1.4,2.2,2.9,2.9,3.2,3.1,2.3,1.8,0.8,1.5,,
GRL,High income,Greenland,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,Upper middle income,Grenada,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,High income,Guam,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,Upper middle income,Guatemala,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,,,47.4,,,,,,,,,26.7,,22.3,,,,,,22.8,,,,,,,,24.1,,,,,,,
GIN,Low income,Guinea,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,53.8,,,,,,,,62.7,,,,,59.2,,,,,48.5,,,,,,40.8,,,
GNB,Low income,Guinea-Bissau,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,64.1,,,,,,,,68.7,,,,,,,,45.7,,,
GUY,Upper middle income,Guyana,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,
HTI,Lower middle income,Haiti,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,,,,,,,,,
HND,Lower middle income,Honduras,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,52.3,45.5,42.1,36.9,38.1,39.2,41.7,33.2,36.1,36.9,,29.8,33.4,37.3,36.4,35.2,31.1,27.2,25.7,23.1,24.8,25.3,29.1,26.5,25.5,25.4,25.0,24.6,24.6,24.0,,
HKG,High income,Hong Kong SAR China,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,High income,Hungary,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.2,0.8,0.8,0.6,0.7,1.0,1.2,1.9,1.8,1.7,1.5,1.8,1.6,1.0,0.9,,
ISL,High income,Iceland,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,0.0,,,,
IND,Lower middle income,India,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,68.5,,,,,,65.8,,,,63.2,,,,,,61.9,,,,,,,,,,,57.8,,,,,54.3,,48.5,,,,47.3,46.7,43.0,39.3,38.8,,
IDN,Lower middle income,Indonesia,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,73.2,,,67.7,,,67.4,,,62.1,,70.6,61.3,60.9,59.1,51.5,50.5,50.9,49.3,52.3,47.9,47.4,45.7,41.4,39.1,38.1,36.1,34.3,32.2,29.8,27.4,25.5,24.5,23.7,23.1
IRN,Lower middle income,Iran Islamic Rep.,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,23.4,,,,18.4,,,,17.5,,,,,,,7.4,7.7,,,7.3,,,,4.8,6.2,6.2,6.4,6.1,6.5,8.3,,
IRQ,Upper middle income,Iraq,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,5.6,,,,,,,,,
IRL,High income,Ireland,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,0.5,0.6,0.4,,,,0.2,,0.5,0.2,0.1,0.1,0.4,0.2,0.4,0.8,0.9,0.8,0.6,0.9,0.6,0.5,0.4,0.3,0.1,,,
IMN,High income,Isle of Man,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,High income,Israel,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.4,,,,,,0.9,,,,,1.5,,,,1.0,2.3,2.5,3.0,2.6,2.3,2.0,2.1,2.5,1.9,2.0,2.1,1.6,1.6,1.4,1.2,1.4,1.0,,,
ITA,High income,Italy,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.7,,0.2,,0.5,,2.0,,1.4,,,2.3,,1.8,,,1.1,0.9,1.0,0.9,1.0,1.0,1.2,1.6,1.5,1.7,1.9,1.7,2.4,2.1,1.9,2.0,,,
JAM,Upper middle income,Jamaica,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,17.9,,,25.8,,,14.5,,,10.0,,,11.1,,9.0,,,,,,,,,,,,,,,,,
JPN,High income,Japan,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.2,,,0.8,,,,,,,,
JOR,Upper middle income,Jordan,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,9.8,,,,,8.3,,,,,5.6,,,,2.8,,2.2,,1.5,,,,,,,,,,,
KAZ,Upper middle income,Kazakhstan,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,33.8,31.0,27.2,23.6,26.3,14.2,9.5,8.5,8.9,7.0,3.6,3.5,2.3,2.5,3.0,4.6,3.3,2.4,,,
KEN,Lower middle income,Kenya,Poverty gap at $6.85 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,44.9,,,43.9,,,,,,,,51.9,,,,,,,,,,48.0,,,,,,
