Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
AUT,High income,Austria,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,8.0,7.0,,8.1,,,8.6,,,8.5,8.5,8.8,8.6,8.0,8.0,7.7,8.0,7.8,7.8,8.1,8.0,7.9,7.7,8.0,7.9,7.9,,
AZE,Upper middle income,Azerbaijan,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,7.4,10.9,10.2,10.7,10.8,,,,,,,,,,,,,,,,
BHS,High income,Bahamas The,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,High income,Bahrain,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Lower middle income,Bangladesh,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,9.7,,10.0,,,9.4,,,9.6,,,,8.8,,,,,8.6,,,,,8.8,,,,,8.9,,,,,,8.6,,,,,
BRB,High income,Barbados,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Upper middle income,Belarus,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.6,7.9,8.2,8.3,8.6,9.4,8.9,8.8,8.6,9.0,9.1,8.8,9.2,9.5,9.5,9.3,9.7,9.9,9.9,10.1,10.0,10.3,
BEL,High income,Belgium,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,9.6,,,,9.5,,,8.6,,9.0,,,8.4,,,8.5,8.4,8.7,8.7,8.6,8.7,8.5,8.6,8.6,8.7,8.6,8.6,8.6,8.6,8.7,8.9,9.0,,
BLZ,Upper middle income,Belize,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.1,,3.3,2.6,3.3,3.2,,,,,,,,,,,,,,,,,,,,,,
BEN,Lower middle income,Benin,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,6.1,,,,3.2,,,7.0,,,
BMU,High income,Bermuda,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,Lower middle income,Bhutan,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,6.7,,,,,6.7,,,,,6.7,,,,
BOL,Lower middle income,Bolivia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.3,1.1,1.9,1.7,,3.1,2.0,2.3,2.9,3.2,3.2,,3.8,3.4,3.6,3.8,3.9,3.7,3.9,4.5,5.1,4.7,
BIH,Upper middle income,Bosnia and Herzegovina,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,7.4,,,7.5,,,,7.5,,,,,,,,,,
BWA,Upper middle income,Botswana,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,3.0,,,,,,,,,2.3,,,,,,,2.8,,,,,,3.9,,,,,,
BRA,Upper middle income,Brazil,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,2.7,2.6,2.6,2.7,2.9,2.7,2.4,2.1,2.0,2.3,,2.8,2.4,,2.4,2.2,2.3,2.4,2.5,,2.5,2.6,2.6,2.9,2.9,3.0,3.0,3.2,3.2,,3.3,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,
VGB,High income,British Virgin Islands,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,High income,Brunei Darussalam,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Upper middle income,Bulgaria,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6.5,6.9,6.8,6.3,6.4,6.2,5.7,6.0,5.3,5.4,5.7,5.7,5.7,,
BFA,Low income,Burkina Faso,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,5.1,,,,,5.8,,,,,,6.7,,,,,8.3,,,,5.5,,,
BDI,Low income,Burundi,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,5.1,,,,,,,,8.9,,,,,,,6.9,,,,,,,,
CPV,Lower middle income,Cabo Verde,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,5.0,,,,,,,,5.7,,,,,,
KHM,Lower middle income,Cambodia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,Lower middle income,Cameroon,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,6.2,,,,,,5.8,,,,,,,4.5,,,,,,,
CAN,High income,Canada,Income share held by lowest 20%,,,,,,,,,,,,5.6,,,,6.8,,,,,,7.3,,,,,,7.6,,,,7.7,,,7.6,,,7.4,7.1,,7.1,,,,7.0,,,7.2,,,7.2,,6.9,6.7,7.1,6.9,7.3,7.1,,,,
CYM,High income,Cayman Islands,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,Low income,Central African Republic,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,
TCD,Low income,Chad,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,4.9,,,,,,,7.1,,,
CHI,High income,Channel Islands,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,High income,Chile,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,3.4,,3.8,,3.5,,3.6,,3.5,,3.8,,,4.0,,,5.0,,,5.2,,5.3,,5.5,,5.7,,5.8,,,5.5,
CHN,Upper middle income,China,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,7.9,,,7.4,,,6.5,,,5.7,,,5.9,,,5.2,,5.1,5.4,5.3,6.2,6.2,6.4,6.5,6.4,6.5,6.7,,
COL,Upper middle income,Colombia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,2.4,,,2.0,1.9,2.4,3.2,3.5,3.5,3.6,,,3.0,3.3,3.3,3.5,3.5,3.5,3.6,3.8,3.9,4.1,4.0,3.7,2.8,
COM,Lower middle income,Comoros,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.5,,,,,,,
COD,Low income,Congo Dem. Rep.,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,5.5,,,,,,,,,
COG,Lower middle income,Congo Rep.,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,4.2,,,,,,,,,,
CRI,Upper middle income,Costa Rica,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,5.2,,,3.7,3.8,3.6,4.0,3.9,4.0,4.0,3.8,4.2,4.3,3.9,3.9,3.5,3.5,3.7,4.0,4.2,4.1,4.3,4.3,4.0,4.4,4.2,4.2,4.1,4.2,4.3,4.2,4.4,4.3,4.4,4.0,
CIV,Lower middle income,Cote d'Ivoire,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.9,6.3,6.8,,,,6.0,,,6.6,,,6.4,,,,6.1,,,,,,5.1,,,,,,,5.7,,,7.0,,,
HRV,High income,Croatia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.9,6.9,7.1,7.1,7.3,7.3,7.4,7.8,8.0,,
CUB,Upper middle income,Cuba,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,High income,Curacao,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,High income,Cyprus,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.9,8.8,8.7,8.6,8.5,8.6,8.4,8.0,7.7,7.6,7.8,8.2,8.4,8.4,8.5,,
CZE,High income,Czechia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,10.4,,,9.8,,,,,,9.5,,9.0,9.3,9.3,9.7,9.8,9.6,9.4,9.3,9.6,9.4,9.7,9.7,10.0,10.2,10.2,10.1,,
DNK,High income,Denmark,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,9.8,,,10.7,,,,,10.4,,,9.8,9.9,9.8,9.8,9.8,9.8,9.2,9.3,9.4,9.3,9.1,9.1,9.4,9.2,9.1,9.3,9.5,,
DJI,Lower middle income,Djibouti,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,4.3,4.9,,,,5.4,,,,
DMA,Upper middle income,Dominica,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Upper middle income,Dominican Republic,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,4.2,,,4.3,,,,4.3,4.0,,,3.7,4.1,3.8,3.8,3.9,4.1,3.9,4.4,4.6,4.5,4.6,4.7,4.9,4.8,5.1,5.0,4.9,5.9,5.8,6.0,6.2,
ECU,Upper middle income,Ecuador,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,2.6,3.0,,,3.3,3.2,3.2,3.7,3.5,3.8,4.1,4.1,4.4,4.3,4.5,4.8,4.6,4.7,4.7,4.6,4.5,4.1,
EGY,Lower middle income,Egypt Arab Rep.,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,9.5,,,,8.9,,,,,9.0,,,,9.2,,9.4,,9.8,,,9.1,,9.0,,,,
SLV,Lower middle income,El Salvador,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,3.7,3.5,,2.0,2.5,3.2,3.1,3.0,2.8,3.7,3.8,4.8,5.2,4.6,4.9,5.1,5.6,5.7,5.5,5.8,6.1,5.9,6.4,6.2,6.3,,
GNQ,Upper middle income,Equatorial Guinea,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,Low income,Eritrea,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,High income,Estonia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.1,7.4,7.5,8.0,7.8,7.7,7.2,7.3,7.3,6.8,7.0,7.5,7.8,8.1,8.1,8.1,,
SWZ,Lower middle income,Eswatini,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,4.5,,,,,,,,,4.0,,,,,,,3.7,,,,,
ETH,Low income,Ethiopia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,9.1,,,,,9.4,,,,,,8.0,,,,,7.3,,,,,,
FRO,High income,Faroe Islands,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,Upper middle income,Fiji,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,6.6,,,,,7.5,,,,,,8.4,,
FIN,High income,Finland,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,10.7,,,,10.8,,,,,9.6,,,9.4,9.4,9.5,9.2,9.2,9.3,9.3,9.2,9.3,9.4,9.3,9.4,9.4,9.4,9.4,9.3,9.2,,
FRA,High income,France,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,7.0,,,,,,6.5,,,,,7.5,,,,,8.0,,,,,,8.2,,,8.2,8.4,8.6,8.5,8.1,7.9,7.7,7.7,7.8,7.8,8.0,8.0,7.9,8.0,8.1,8.0,,,
PYF,High income,French Polynesia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Upper middle income,Gabon,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,6.0,,,,
GMB,Low income,Gambia The,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,4.8,,,,,,,5.7,,,,,7.4,,,,,,
GEO,Upper middle income,Georgia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,5.1,5.2,5.4,5.4,5.8,6.3,6.3,6.2,6.2,6.3,6.2,6.1,6.1,5.7,5.6,5.9,6.1,6.4,6.7,6.7,6.3,6.5,6.8,7.0,
DEU,High income,Germany,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.9,9.0,8.5,8.6,8.9,8.9,8.9,8.7,8.8,8.6,8.6,8.5,8.5,8.2,8.3,8.3,8.4,8.3,8.4,8.4,8.2,8.1,8.1,7.9,7.9,7.9,7.9,,,
GHA,Lower middle income,Ghana,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,6.6,,,,,,,5.8,,,,,,,5.2,,,,,,,5.4,,,,4.7,,,,,
GIB,High income,Gibraltar,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,High income,Greece,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,6.8,,,7.2,7.1,6.9,6.7,7.0,7.1,7.0,6.7,6.1,5.8,5.9,5.9,5.8,6.3,6.6,7.2,7.0,,
GRL,High income,Greenland,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,Upper middle income,Grenada,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,High income,Guam,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,Upper middle income,Guatemala,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,2.1,,,,,,,,,,,3.5,,,,,,3.2,,,,,,,,4.5,,,,,,,
GIN,Low income,Guinea,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,5.2,,,,,,,,5.8,,,,,6.3,,,,,7.6,,,,,,8.5,,,
GNB,Low income,Guinea-Bissau,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,7.2,,,,,,,,4.5,,,,,,,,7.8,,,
GUY,Upper middle income,Guyana,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,
HTI,Lower middle income,Haiti,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,
HND,Lower middle income,Honduras,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,3.7,3.9,3.6,3.1,3.1,2.9,3.5,2.1,2.3,,2.5,2.6,2.3,2.3,1.9,2.1,2.8,2.7,3.3,3.1,3.0,3.0,3.5,3.7,3.7,3.2,3.4,3.4,3.6,,
HKG,High income,Hong Kong SAR China,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,High income,Hungary,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,7.1,8.7,8.7,8.8,8.8,8.2,8.1,7.6,7.5,7.6,7.8,8.0,7.9,8.2,8.0,,
ISL,High income,Iceland,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.4,9.2,8.9,9.1,8.6,9.1,9.5,9.3,9.3,9.9,9.4,9.5,9.4,9.7,,,,
IND,Lower middle income,India,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,8.2,,,,,,8.5,,,,8.7,,,,,,8.9,,,,,,,,,,,8.5,,,,,8.3,,8.1,,,,8.4,8.3,8.2,8.1,8.1,,
IDN,Lower middle income,Indonesia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,8.9,,,8.8,,,8.7,,,8.1,,8.7,8.9,9.4,9.4,8.8,8.6,8.2,8.2,7.9,7.6,7.7,7.8,7.4,6.9,7.0,7.0,7.0,6.9,6.8,6.7,6.8,7.1,7.1,7.0
IRN,Lower middle income,Iran Islamic Rep.,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,5.2,,,,5.5,,,,5.2,,,,,,,5.3,5.0,,,5.3,,,,6.8,6.3,6.3,6.1,5.9,5.8,6.0,,
IRQ,Upper middle income,Iraq,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,8.8,,,,,,,,,
IRL,High income,Ireland,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,7.0,6.8,7.1,,,,7.8,,7.6,7.7,7.6,7.7,7.9,8.2,8.2,7.7,7.6,7.4,7.5,7.3,7.9,8.0,7.9,8.4,8.7,,,
IMN,High income,Isle of Man,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,High income,Israel,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,6.5,,,,,,6.9,,,,,6.1,,,,5.9,5.5,5.2,4.8,4.8,4.8,5.0,4.8,4.6,4.7,4.8,4.7,5.0,5.0,5.0,5.1,5.1,5.2,,,
ITA,High income,Italy,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,6.6,,7.7,,7.7,,6.1,,6.3,,,5.9,,6.3,,,6.7,6.8,6.8,6.9,7.1,6.9,6.7,6.4,6.4,6.3,6.2,6.2,5.9,6.1,6.0,6.1,,,
JAM,Upper middle income,Jamaica,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,6.1,,,6.8,,,6.4,,,5.5,,,4.8,,5.3,,,,,,,,,,,,,,,,,
JPN,High income,Japan,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,8.2,,,7.7,,,,,,,,
JOR,Upper middle income,Jordan,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,6.0,,,,,7.6,,,,,7.2,,,,8.0,,8.4,,8.2,,,,,,,,,,,
KAZ,Upper middle income,Kazakhstan,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,6.7,7.3,7.5,8.2,5.9,8.9,8.9,9.5,9.4,9.5,9.5,9.4,9.8,9.9,10.0,9.8,9.8,9.8,,,
KEN,Lower middle income,Kenya,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,5.2,,,5.6,,,,,,,,5.0,,,,,,,,,,6.2,,,,,,
KIR,Lower middle income,Kiribati,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,9.5,,
PRK,Low income,Korea Dem. People's Rep.,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,High income,Korea Rep.,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,7.2,,7.3,,7.3,,7.5,,7.5,,,,,
XKX,Upper middle income,Kosovo,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,8.2,8.5,,,8.0,7.8,9.0,8.8,9.7,9.1,9.5,9.4,9.2,,,,
KWT,High income,Kuwait,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,Lower middle income,Kyrgyz Republic,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.8,8.6,9.3,7.7,8.4,7.3,7.6,8.4,9.1,8.7,9.7,9.6,9.3,10.0,9.5,10.0,9.9,9.9,9.6,9.4,
LAO,Lower middle income,Lao PDR,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,8.1,,,,,8.6,,,,,8.0,,,,,7.6,,,,,,7.0,,,
LVA,High income,Latvia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5.9,6.8,6.4,6.1,5.9,6.2,6.4,6.5,6.5,6.6,7.1,6.9,6.7,7.0,7.1,,
LBN,Lower middle income,Lebanon,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,
LSO,Lower middle income,Lesotho,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,1.5,,,,,,,,3.0,,,,,,,,,,,,,,,4.6,,,,
LBR,Low income,Liberia,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,7.7,,7.2,,,,,
LBY,Upper middle income,Libya,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
